state,district,pincode,demo_age_5_17,demo_age_17_,total
Kerala,Thrissur,680733,0,3,3
Kerala,Thrissur,680734,0,3,3
Kerala,Thrissur,680741,0,5,5
Kerala,Thrissur,680751,1,6,7
Kerala,Wayanad,670644,1,8,9
Kerala,Wayanad,670645,2,26,28
Kerala,Wayanad,670646,1,9,10
Kerala,Wayanad,670721,1,10,11
Kerala,Wayanad,670731,1,10,11
Kerala,Wayanad,673121,2,19,21
Kerala,Wayanad,673122,2,13,15
Kerala,Wayanad,673123,0,3,3
Kerala,Wayanad,673124,0,3,3
Kerala,Wayanad,673575,1,11,12
Kerala,Wayanad,673576,0,3,3
Kerala,Wayanad,673577,1,12,13
Kerala,Wayanad,673579,2,22,24
Kerala,Wayanad,673581,1,3,4
Kerala,Wayanad,673591,1,9,10
Kerala,Wayanad,673592,2,20,22
Kerala,Wayanad,673593,0,3,3
Kerala,Wayanad,673595,0,4,4
Kerala,Wayanad,673596,0,4,4
Ladakh,Kargil,194102,1,3,4
Ladakh,Kargil,194105,2,4,6
Ladakh,Kargil,194109,1,3,4
Ladakh,Kargil,194301,1,3,4
Ladakh,Leh,194201,2,5,7
Ladakh,Leh,194204,0,1,1
Ladakh,Leh,194401,2,6,8
Ladakh,Leh,194404,0,1,1
Lakshadweep,Lakshadweep,682551,0,3,3
Lakshadweep,Lakshadweep,682552,0,2,2
Lakshadweep,Lakshadweep,682553,0,2,2
Lakshadweep,Lakshadweep,682554,0,1,1
Lakshadweep,Lakshadweep,682555,1,2,3
Lakshadweep,Lakshadweep,682556,1,2,3
Lakshadweep,Lakshadweep,682557,0,1,1
Lakshadweep,Lakshadweep,682558,0,2,2
Lakshadweep,Lakshadweep,682559,0,2,2
Madhya Pradesh,Agar Malwa,465441,4,31,35
Madhya Pradesh,Agar Malwa,465445,1,6,7
Madhya Pradesh,Agar Malwa,465449,3,21,24
Madhya Pradesh,Agar Malwa,465550,1,8,9
Madhya Pradesh,Alirajpur,457882,3,25,28
Madhya Pradesh,Alirajpur,457885,0,4,4
Madhya Pradesh,Alirajpur,457887,4,38,42
Madhya Pradesh,Alirajpur,457888,5,58,63
Madhya Pradesh,Alirajpur,457893,2,18,20
Madhya Pradesh,Alirajpur,457990,5,39,44
Madhya Pradesh,Alirajpur,457993,2,26,28
Madhya Pradesh,Anuppur,484001,2,27,29
Madhya Pradesh,Anuppur,484113,1,8,9
Madhya Pradesh,Anuppur,484116,1,5,6
Madhya Pradesh,Anuppur,484117,0,5,5
Madhya Pradesh,Anuppur,484224,6,34,40
Madhya Pradesh,Anuppur,484334,5,27,32
Madhya Pradesh,Anuppur,484336,1,13,14
Madhya Pradesh,Anuppur,484444,1,8,9
Madhya Pradesh,Anuppur,484446,2,15,17
Madhya Pradesh,Anuppur,484447,0,1,1
Madhya Pradesh,Anuppur,484881,10,47,57
Madhya Pradesh,Anuppur,484886,2,17,19
Madhya Pradesh,Anuppur,484887,1,0,1
Madhya Pradesh,Ashok Nagar,473331,10,61,71
Madhya Pradesh,Ashok Nagar,473332,0,1,1
Madhya Pradesh,Ashok Nagar,473335,8,48,56
Madhya Pradesh,Ashok Nagar,473338,0,1,1
Madhya Pradesh,Ashok Nagar,473440,1,10,11
Madhya Pradesh,Ashok Nagar,473443,6,67,73
Madhya Pradesh,Ashok Nagar,473445,0,1,1
Madhya Pradesh,Ashok Nagar,473446,8,37,45
Madhya Pradesh,Balaghat,481001,9,60,69
Madhya Pradesh,Balaghat,481051,8,33,41
Madhya Pradesh,Balaghat,481102,1,8,9
Madhya Pradesh,Balaghat,481105,8,45,53
Madhya Pradesh,Balaghat,481111,2,17,19
Madhya Pradesh,Balaghat,481115,13,75,88
Madhya Pradesh,Balaghat,481116,2,12,14
Madhya Pradesh,Balaghat,481117,4,12,16
Madhya Pradesh,Balaghat,481222,15,63,78
Madhya Pradesh,Balaghat,481224,5,29,34
Madhya Pradesh,Balaghat,481226,12,52,64
Madhya Pradesh,Balaghat,481331,8,44,52
Madhya Pradesh,Balaghat,481332,5,21,26
Madhya Pradesh,Balaghat,481335,5,28,33
Madhya Pradesh,Balaghat,481337,4,19,23
Madhya Pradesh,Balaghat,481441,11,69,80
Madhya Pradesh,Balaghat,481445,12,55,67
Madhya Pradesh,Balaghat,481449,15,50,65
Madhya Pradesh,Balaghat,481551,3,21,24
Madhya Pradesh,Balaghat,481556,1,7,8
Madhya Pradesh,Barwani,451442,2,9,11
Madhya Pradesh,Barwani,451447,11,75,86
Madhya Pradesh,Barwani,451449,6,34,40
Madhya Pradesh,Barwani,451551,40,275,315
Madhya Pradesh,Barwani,451556,11,50,61
Madhya Pradesh,Barwani,451660,2,13,15
Madhya Pradesh,Barwani,451661,0,1,1
Madhya Pradesh,Barwani,451666,49,206,255
Madhya Pradesh,Barwani,451770,6,43,49
Madhya Pradesh,Barwani,451881,3,20,23
Madhya Pradesh,Betul,460001,18,70,88
Madhya Pradesh,Betul,460004,1,8,9
Madhya Pradesh,Betul,460110,14,43,57
Madhya Pradesh,Betul,460220,19,60,79
Madhya Pradesh,Betul,460225,5,14,19
Madhya Pradesh,Betul,460330,9,38,47
Madhya Pradesh,Betul,460440,11,33,44
Madhya Pradesh,Betul,460443,6,17,23
Madhya Pradesh,Betul,460447,1,6,7
Madhya Pradesh,Betul,460449,6,24,30
Madhya Pradesh,Betul,460551,5,13,18
Madhya Pradesh,Betul,460553,1,3,4
Madhya Pradesh,Betul,460554,3,8,11
Madhya Pradesh,Betul,460557,2,7,9
Madhya Pradesh,Betul,460661,11,30,41
Madhya Pradesh,Betul,460663,3,14,17
Madhya Pradesh,Betul,460665,1,5,6
Madhya Pradesh,Betul,460666,2,6,8
Madhya Pradesh,Betul,460668,2,10,12
Madhya Pradesh,Bhind,477001,41,185,226
Madhya Pradesh,Bhind,477105,3,12,15
Madhya Pradesh,Bhind,477111,4,33,37
Madhya Pradesh,Bhind,477116,5,40,45
Madhya Pradesh,Bhind,477117,2,13,15
Madhya Pradesh,Bhind,477222,3,27,30
Madhya Pradesh,Bhind,477227,2,13,15
Madhya Pradesh,Bhind,477331,3,21,24
Madhya Pradesh,Bhind,477332,1,10,11
Madhya Pradesh,Bhind,477333,1,10,11
Madhya Pradesh,Bhind,477335,2,18,20
Madhya Pradesh,Bhind,477441,3,13,16
Madhya Pradesh,Bhind,477445,5,28,33
Madhya Pradesh,Bhind,477446,1,9,10
Madhya Pradesh,Bhind,477447,4,21,25
Madhya Pradesh,Bhind,477449,1,8,9
Madhya Pradesh,Bhind,477555,3,22,25
Madhya Pradesh,Bhind,477557,6,39,45
Madhya Pradesh,Bhind,477566,1,5,6
Madhya Pradesh,Bhind,477660,7,43,50
Madhya Pradesh,Bhopal,462001,21,163,184
Madhya Pradesh,Bhopal,462002,1,3,4
Madhya Pradesh,Bhopal,462003,8,64,72
Madhya Pradesh,Bhopal,462004,0,4,4
Madhya Pradesh,Bhopal,462006,0,1,1
Madhya Pradesh,Bhopal,462007,0,1,1
Madhya Pradesh,Bhopal,462008,3,18,21
Madhya Pradesh,Bhopal,462010,12,79,91
Madhya Pradesh,Bhopal,462011,0,2,2
Madhya Pradesh,Bhopal,462013,0,1,1
Madhya Pradesh,Bhopal,462016,3,30,33
Madhya Pradesh,Bhopal,462018,0,1,1
Madhya Pradesh,Bhopal,462021,0,2,2
Madhya Pradesh,Bhopal,462022,8,61,69
Madhya Pradesh,Bhopal,462023,12,87,99
Madhya Pradesh,Bhopal,462024,1,7,8
Madhya Pradesh,Bhopal,462026,3,23,26
Madhya Pradesh,Bhopal,462027,0,1,1
Madhya Pradesh,Bhopal,462030,6,39,45
Madhya Pradesh,Bhopal,462031,0,1,1
Madhya Pradesh,Bhopal,462032,0,1,1
Madhya Pradesh,Bhopal,462033,0,1,1
Madhya Pradesh,Bhopal,462036,1,8,9
Madhya Pradesh,Bhopal,462037,2,15,17
Madhya Pradesh,Bhopal,462038,4,30,34
Madhya Pradesh,Bhopal,462039,2,13,15
Madhya Pradesh,Bhopal,462040,0,1,1
Madhya Pradesh,Bhopal,462041,2,16,18
Madhya Pradesh,Bhopal,462042,11,87,98
Madhya Pradesh,Bhopal,462043,6,36,42
Madhya Pradesh,Bhopal,462044,2,14,16
Madhya Pradesh,Bhopal,462045,0,1,1
Madhya Pradesh,Bhopal,462047,2,11,13
Madhya Pradesh,Bhopal,462066,0,1,1
Madhya Pradesh,Bhopal,462101,2,16,18
Madhya Pradesh,Bhopal,462120,0,1,1
Madhya Pradesh,Bhopal,462420,2,24,26
Madhya Pradesh,Bhopal,463106,3,18,21
Madhya Pradesh,Bhopal,463111,1,9,10
Madhya Pradesh,Burhanpur,450221,3,17,20
Madhya Pradesh,Burhanpur,450331,18,71,89
Madhya Pradesh,Burhanpur,450332,7,32,39
Madhya Pradesh,Burhanpur,450445,4,12,16
Madhya Pradesh,Chhatarpur,471001,22,128,150
Madhya Pradesh,Chhatarpur,471101,2,10,12
Madhya Pradesh,Chhatarpur,471105,5,43,48
Madhya Pradesh,Chhatarpur,471111,3,17,20
Madhya Pradesh,Chhatarpur,471201,9,42,51
Madhya Pradesh,Chhatarpur,471202,1,3,4
Madhya Pradesh,Chhatarpur,471301,4,25,29
Madhya Pradesh,Chhatarpur,471311,10,48,58
Madhya Pradesh,Chhatarpur,471313,5,31,36
Madhya Pradesh,Chhatarpur,471315,2,14,16
Madhya Pradesh,Chhatarpur,471318,6,36,42
Madhya Pradesh,Chhatarpur,471405,18,103,121
Madhya Pradesh,Chhatarpur,471408,2,14,16
Madhya Pradesh,Chhatarpur,471411,4,15,19
Madhya Pradesh,Chhatarpur,471501,3,22,25
Madhya Pradesh,Chhatarpur,471510,4,27,31
Madhya Pradesh,Chhatarpur,471515,6,38,44
Madhya Pradesh,Chhatarpur,471516,0,1,1
Madhya Pradesh,Chhatarpur,471525,17,75,92
Madhya Pradesh,Chhatarpur,471606,4,37,41
Madhya Pradesh,Chhatarpur,471625,5,37,42
Madhya Pradesh,Chhindwara,480001,37,150,187
Madhya Pradesh,Chhindwara,480105,0,2,2
Madhya Pradesh,Chhindwara,480106,1,9,10
Madhya Pradesh,Chhindwara,480107,10,35,45
Madhya Pradesh,Chhindwara,480108,1,6,7
Madhya Pradesh,Chhindwara,480110,4,16,20
Madhya Pradesh,Chhindwara,480111,11,22,33
Madhya Pradesh,Chhindwara,480112,0,1,1
Madhya Pradesh,Chhindwara,480115,20,64,84
Madhya Pradesh,Chhindwara,480221,8,36,44
Madhya Pradesh,Chhindwara,480223,4,21,25
Madhya Pradesh,Chhindwara,480224,14,84,98
Madhya Pradesh,Chhindwara,480331,3,13,16
Madhya Pradesh,Chhindwara,480334,6,29,35
Madhya Pradesh,Chhindwara,480337,1,4,5
Madhya Pradesh,Chhindwara,480441,13,56,69
Madhya Pradesh,Chhindwara,480447,1,5,6
Madhya Pradesh,Chhindwara,480449,1,7,8
Madhya Pradesh,Chhindwara,480551,17,73,90
Madhya Pradesh,Chhindwara,480553,0,2,2
Madhya Pradesh,Chhindwara,480554,0,3,3
Madhya Pradesh,Chhindwara,480555,2,14,16
Madhya Pradesh,Chhindwara,480557,5,22,27
Madhya Pradesh,Chhindwara,480559,10,62,72
Madhya Pradesh,Damoh,470001,9,64,73
Madhya Pradesh,Damoh,470661,18,119,137
Madhya Pradesh,Damoh,470663,5,33,38
Madhya Pradesh,Damoh,470664,7,46,53
Madhya Pradesh,Damoh,470666,4,19,23
Madhya Pradesh,Damoh,470672,1,12,13
Madhya Pradesh,Damoh,470673,3,26,29
Madhya Pradesh,Damoh,470675,1,7,8
Madhya Pradesh,Damoh,470771,2,16,18
Madhya Pradesh,Damoh,470772,2,18,20
Madhya Pradesh,Damoh,470775,8,64,72
Madhya Pradesh,Damoh,470880,21,131,152
Madhya Pradesh,Damoh,470881,2,21,23
Madhya Pradesh,Datia,475335,4,34,38
Madhya Pradesh,Datia,475336,2,19,21
Madhya Pradesh,Datia,475661,32,183,215
Madhya Pradesh,Datia,475671,2,14,16
Madhya Pradesh,Datia,475673,3,24,27
Madhya Pradesh,Datia,475675,6,33,39
Madhya Pradesh,Datia,475682,2,13,15
Madhya Pradesh,Datia,475685,2,11,13
Madhya Pradesh,Datia,475686,3,18,21
Madhya Pradesh,Dewas,453331,5,38,43
Madhya Pradesh,Dewas,455001,23,132,155
Madhya Pradesh,Dewas,455111,0,1,1
Madhya Pradesh,Dewas,455115,1,7,8
Madhya Pradesh,Dewas,455116,2,19,21
Madhya Pradesh,Dewas,455118,5,40,45
Madhya Pradesh,Dewas,455221,1,5,6
Madhya Pradesh,Dewas,455223,2,33,35
Madhya Pradesh,Dewas,455227,16,137,153
Madhya Pradesh,Dewas,455332,4,41,45
Madhya Pradesh,Dewas,455336,2,13,15
Madhya Pradesh,Dewas,455339,1,6,7
Madhya Pradesh,Dewas,455440,1,18,19
Madhya Pradesh,Dewas,455459,1,11,12
Madhya Pradesh,Dewas,456770,2,10,12
Madhya Pradesh,Dhar,454001,32,161,193
Madhya Pradesh,Dhar,454010,2,15,17
Madhya Pradesh,Dhar,454111,5,47,52
Madhya Pradesh,Dhar,454116,3,27,30
Madhya Pradesh,Dhar,454129,0,1,1
Madhya Pradesh,Dhar,454221,4,39,43
Madhya Pradesh,Dhar,454331,7,63,70
Madhya Pradesh,Dhar,454335,3,22,25
Madhya Pradesh,Dhar,454345,0,1,1
Madhya Pradesh,Dhar,454350,0,1,1
Madhya Pradesh,Dhar,454365,0,1,1
Madhya Pradesh,Dhar,454441,2,16,18
Madhya Pradesh,Dhar,454446,26,149,175
Madhya Pradesh,Dhar,454448,0,1,1
Madhya Pradesh,Dhar,454449,11,68,79
Madhya Pradesh,Dhar,454552,24,117,141
Madhya Pradesh,Dhar,454648,0,1,1
Madhya Pradesh,Dhar,454660,4,29,33
Madhya Pradesh,Dhar,454665,2,18,20
Madhya Pradesh,Dhar,454749,0,1,1
Madhya Pradesh,Dhar,454773,1,5,6
Madhya Pradesh,Dhar,454774,0,4,4
Madhya Pradesh,Dhar,454775,5,29,34
Madhya Pradesh,Dindori,481672,5,23,28
Madhya Pradesh,Dindori,481778,11,46,57
Madhya Pradesh,Dindori,481879,15,80,95
Madhya Pradesh,Dindori,481880,13,81,94
Madhya Pradesh,Dindori,481882,19,73,92
Madhya Pradesh,Dindori,481883,0,1,1
Madhya Pradesh,Dindori,481884,11,47,58
Madhya Pradesh,Dindori,481990,17,63,80
Madhya Pradesh,East Nimar,450001,10,38,48
Madhya Pradesh,East Nimar,450110,1,3,4
Madhya Pradesh,East Nimar,450114,0,5,5
Madhya Pradesh,East Nimar,450119,0,1,1
Madhya Pradesh,East Nimar,450661,1,4,5
Madhya Pradesh,Guna,473001,20,165,185
Madhya Pradesh,Guna,473101,7,56,63
Madhya Pradesh,Guna,473105,7,77,84
Madhya Pradesh,Guna,473110,1,15,16
Madhya Pradesh,Guna,473111,1,13,14
Madhya Pradesh,Guna,473112,0,1,1
Madhya Pradesh,Guna,473113,0,1,1
Madhya Pradesh,Guna,473115,3,30,33
Madhya Pradesh,Guna,473118,1,3,4
Madhya Pradesh,Guna,473222,3,23,26
Madhya Pradesh,Guna,473226,3,26,29
Madhya Pradesh,Guna,473249,0,4,4
Madhya Pradesh,Guna,473287,5,48,53
Madhya Pradesh,Guna,473330,5,30,35
Madhya Pradesh,Gwalior,474001,31,167,198
Madhya Pradesh,Gwalior,474002,2,11,13
Madhya Pradesh,Gwalior,474003,9,52,61
Madhya Pradesh,Gwalior,474004,4,18,22
Madhya Pradesh,Gwalior,474005,4,30,34
Madhya Pradesh,Gwalior,474006,19,143,162
Madhya Pradesh,Gwalior,474007,0,1,1
Madhya Pradesh,Gwalior,474008,0,1,1
Madhya Pradesh,Gwalior,474009,2,14,16
Madhya Pradesh,Gwalior,474010,4,23,27
Madhya Pradesh,Gwalior,474011,5,35,40
Madhya Pradesh,Gwalior,474012,4,26,30
Madhya Pradesh,Gwalior,474020,4,22,26
Madhya Pradesh,Gwalior,475001,3,16,19
Madhya Pradesh,Gwalior,475002,2,17,19
Madhya Pradesh,Gwalior,475005,1,5,6
Madhya Pradesh,Gwalior,475110,11,67,78
Madhya Pradesh,Gwalior,475115,1,10,11
Madhya Pradesh,Gwalior,475220,6,41,47
Madhya Pradesh,Gwalior,475330,6,27,33
Madhya Pradesh,Harda,461441,1,10,11
Madhya Pradesh,Harda,461228,2,13,15
Madhya Pradesh,Harda,461251,0,2,2
Madhya Pradesh,Harda,461331,6,32,38
Madhya Pradesh,Harda,461335,0,1,1
Madhya Pradesh,Harda,461444,0,2,2
Madhya Pradesh,Hoshangabad,461001,3,17,20
Madhya Pradesh,Hoshangabad,461005,0,1,1
Madhya Pradesh,Hoshangabad,461110,0,1,1
Madhya Pradesh,Hoshangabad,461111,3,15,18
Madhya Pradesh,Hoshangabad,461122,0,1,1
Madhya Pradesh,Hoshangabad,461222,0,1,1
Madhya Pradesh,Hoshangabad,461551,0,1,1
Madhya Pradesh,Hoshangabad,461661,1,9,10
Madhya Pradesh,Hoshangabad,461771,1,11,12
Madhya Pradesh,Hoshangabad,461772,0,1,1
Madhya Pradesh,Hoshangabad,461775,2,10,12
Madhya Pradesh,Hoshangabad,461881,0,2,2
Madhya Pradesh,Indore,452001,36,255,291
Madhya Pradesh,Indore,452002,20,129,149
Madhya Pradesh,Indore,452003,7,50,57
Madhya Pradesh,Indore,452005,5,34,39
Madhya Pradesh,Indore,452006,4,25,29
Madhya Pradesh,Indore,452007,7,50,57
Madhya Pradesh,Indore,452009,15,110,125
Madhya Pradesh,Indore,452010,31,217,248
Madhya Pradesh,Indore,452011,5,37,42
Madhya Pradesh,Indore,452012,6,50,56
Madhya Pradesh,Indore,452013,0,3,3
Madhya Pradesh,Indore,452014,1,9,10
Madhya Pradesh,Indore,452015,9,52,61
Madhya Pradesh,Indore,452016,28,211,239
Madhya Pradesh,Indore,452018,1,10,11
Madhya Pradesh,Indore,452020,8,63,71
Madhya Pradesh,Indore,453001,7,45,52
Madhya Pradesh,Indore,453111,1,12,13
Madhya Pradesh,Indore,453112,2,15,17
Madhya Pradesh,Indore,453115,3,26,29
Madhya Pradesh,Indore,453220,1,15,16
Madhya Pradesh,Indore,453332,0,1,1
Madhya Pradesh,Indore,453441,21,131,152
Madhya Pradesh,Indore,453446,0,2,2
Madhya Pradesh,Indore,453551,4,30,34
Madhya Pradesh,Indore,453552,0,1,1
Madhya Pradesh,Indore,453555,1,6,7
Madhya Pradesh,Indore,453556,0,1,1
Madhya Pradesh,Indore,453661,1,7,8
Madhya Pradesh,Indore,453771,11,84,95
Madhya Pradesh,Jabalpur,482001,26,238,264
Madhya Pradesh,Jabalpur,482002,7,78,85
Madhya Pradesh,Jabalpur,482003,14,130,144
Madhya Pradesh,Jabalpur,482004,3,31,34
Madhya Pradesh,Jabalpur,482005,2,18,20
Madhya Pradesh,Jabalpur,482007,0,4,4
Madhya Pradesh,Jabalpur,482008,2,19,21
Madhya Pradesh,Jabalpur,482009,1,7,8
Madhya Pradesh,Jabalpur,482010,0,1,1
Madhya Pradesh,Jabalpur,482011,0,3,3
Madhya Pradesh,Jabalpur,482020,1,7,8
Madhya Pradesh,Jabalpur,482021,1,9,10
Madhya Pradesh,Jabalpur,482051,2,25,27
Madhya Pradesh,Jabalpur,482056,0,3,3
Madhya Pradesh,Jabalpur,483001,3,12,15
Madhya Pradesh,Jabalpur,483053,0,2,2
Madhya Pradesh,Jabalpur,483105,1,13,14
Madhya Pradesh,Jabalpur,483110,2,14,16
Madhya Pradesh,Jabalpur,483113,4,55,59
Madhya Pradesh,Jabalpur,483119,6,53,59
Madhya Pradesh,Jabalpur,483220,4,39,43
Madhya Pradesh,Jabalpur,483222,1,11,12
Madhya Pradesh,Jabalpur,483225,7,45,52
Madhya Pradesh,Jabalpur,483334,2,14,16
Madhya Pradesh,Jabalpur,483336,4,45,49
Madhya Pradesh,Jhabua,457661,9,93,102
Madhya Pradesh,Jhabua,457770,4,31,35
Madhya Pradesh,Jhabua,457772,1,9,10
Madhya Pradesh,Jhabua,457773,2,20,22
Madhya Pradesh,Jhabua,457775,4,40,44
Madhya Pradesh,Jhabua,457777,9,73,82
Madhya Pradesh,Jhabua,457779,8,79,87
Madhya Pradesh,Katni,483330,2,16,18
Madhya Pradesh,Katni,483331,1,11,12
Madhya Pradesh,Katni,483332,3,23,26
Madhya Pradesh,Katni,483440,4,25,29
Madhya Pradesh,Katni,483442,3,15,18
Madhya Pradesh,Katni,483501,49,261,310
Madhya Pradesh,Katni,483504,1,11,12
Madhya Pradesh,Katni,483770,9,45,54
Madhya Pradesh,Katni,483773,6,18,24
Madhya Pradesh,Katni,483775,9,35,44
Madhya Pradesh,Katni,483880,6,17,23
Madhya Pradesh,Katni,483990,3,29,32
Madhya Pradesh,Khandwa,450051,0,3,3
Madhya Pradesh,Khandwa,450112,1,5,6
Madhya Pradesh,Khandwa,450116,3,12,15
Madhya Pradesh,Khandwa,450117,2,16,18
Madhya Pradesh,Khandwa,450337,1,4,5
Madhya Pradesh,Khandwa,450554,1,3,4
Madhya Pradesh,Khandwa,450881,2,8,10
Madhya Pradesh,Khandwa,450991,1,5,6
Madhya Pradesh,Khargone,450551,1,7,8
Madhya Pradesh,Khargone,451001,7,39,46
Madhya Pradesh,Khargone,451111,2,12,14
Madhya Pradesh,Khargone,451113,4,24,28
Madhya Pradesh,Khargone,451115,1,9,10
Madhya Pradesh,Khargone,451220,0,3,3
Madhya Pradesh,Khargone,451221,2,14,16
Madhya Pradesh,Khargone,451224,1,10,11
Madhya Pradesh,Khargone,451225,1,5,6
Madhya Pradesh,Khargone,451228,2,12,14
Madhya Pradesh,Khargone,451331,2,17,19
Madhya Pradesh,Khargone,451332,3,35,38
Madhya Pradesh,Khargone,451335,1,11,12
Madhya Pradesh,Khargone,451440,1,5,6
Madhya Pradesh,Khargone,451441,5,38,43
Madhya Pradesh,Maihar,485772,3,20,23
Madhya Pradesh,Mandla,481661,19,84,103
Madhya Pradesh,Mandla,481662,7,35,42
Madhya Pradesh,Mandla,481663,3,15,18
Madhya Pradesh,Mandla,481664,2,14,16
Madhya Pradesh,Mandla,481665,4,15,19
Madhya Pradesh,Mandla,481666,1,8,9
Madhya Pradesh,Mandla,481668,3,20,23
Madhya Pradesh,Mandla,481768,4,17,21
Madhya Pradesh,Mandla,481771,3,16,19
Madhya Pradesh,Mandla,481776,1,11,12
Madhya Pradesh,Mandla,481885,10,38,48
Madhya Pradesh,Mandla,481995,24,104,128
Madhya Pradesh,Mandla,481996,13,59,72
Madhya Pradesh,Mandla,481998,5,23,28
Madhya Pradesh,Mandsaur,458001,14,53,67
Madhya Pradesh,Mandsaur,458002,16,71,87
Madhya Pradesh,Mandsaur,458339,1,5,6
Madhya Pradesh,Mandsaur,458389,2,14,16
Madhya Pradesh,Mandsaur,458553,1,6,7
Madhya Pradesh,Mandsaur,458556,2,20,22
Madhya Pradesh,Mandsaur,458558,4,22,26
Madhya Pradesh,Mandsaur,458664,4,25,29
Madhya Pradesh,Mandsaur,458667,16,47,63
Madhya Pradesh,Mandsaur,458669,4,16,20
Madhya Pradesh,Mandsaur,458771,0,2,2
Madhya Pradesh,Mandsaur,458775,9,50,59
Madhya Pradesh,Mandsaur,458778,2,11,13
Madhya Pradesh,Mandsaur,458880,11,44,55
Madhya Pradesh,Mandsaur,458883,7,34,41
Madhya Pradesh,Mandsaur,458888,10,30,40
Madhya Pradesh,Mandsaur,458895,2,11,13
Madhya Pradesh,Mandsaur,458990,5,23,28
Madhya Pradesh,Mauganj,486117,4,22,26
Madhya Pradesh,Mauganj,486331,3,32,35
Madhya Pradesh,Mauganj,486335,3,27,30
Madhya Pradesh,Morena,476001,51,297,348
Madhya Pradesh,Morena,476111,24,110,134
Madhya Pradesh,Morena,476115,21,137,158
Madhya Pradesh,Morena,476134,1,12,13
Madhya Pradesh,Morena,476219,4,30,34
Madhya Pradesh,Morena,476221,15,113,128
Madhya Pradesh,Morena,476224,8,66,74
Madhya Pradesh,Morena,476228,2,26,28
Madhya Pradesh,Morena,476229,26,166,192
Madhya Pradesh,Morena,476444,3,37,40
Madhya Pradesh,Morena,476554,3,23,26
Madhya Pradesh,Narmadapuram,461114,0,1,1
Madhya Pradesh,Narmadapuram,461115,0,3,3
Madhya Pradesh,Narmadapuram,461116,0,2,2
Madhya Pradesh,Narmadapuram,461221,1,5,6
Madhya Pradesh,Narmadapuram,461223,1,7,8
Madhya Pradesh,Narmadapuram,461446,2,0,2
Madhya Pradesh,Narmadapuram,461668,0,4,4
Madhya Pradesh,Narmadapuram,461990,2,9,11
Madhya Pradesh,Narsimhapur,487110,1,5,6
Madhya Pradesh,Narsimhapur,487221,1,10,11
Madhya Pradesh,Narsimhapur,487337,1,8,9
Madhya Pradesh,Narsimhapur,487551,2,14,16
Madhya Pradesh,Narsinghpur,487001,6,34,40
Madhya Pradesh,Narsinghpur,487114,1,4,5
Madhya Pradesh,Narsinghpur,487118,5,35,40
Madhya Pradesh,Narsinghpur,487225,2,6,8
Madhya Pradesh,Narsinghpur,487330,1,6,7
Madhya Pradesh,Narsinghpur,487334,1,6,7
Madhya Pradesh,Narsinghpur,487441,1,6,7
Madhya Pradesh,Narsinghpur,487555,1,6,7
Madhya Pradesh,Narsinghpur,487661,1,8,9
Madhya Pradesh,Narsinghpur,487770,1,5,6
Madhya Pradesh,Narsinghpur,487771,1,5,6
Madhya Pradesh,Narsinghpur,487881,1,6,7
Madhya Pradesh,Neemuch,458110,10,55,65
Madhya Pradesh,Neemuch,458113,3,24,27
Madhya Pradesh,Neemuch,458116,3,20,23
Madhya Pradesh,Neemuch,458118,2,15,17
Madhya Pradesh,Neemuch,458220,3,16,19
Madhya Pradesh,Neemuch,458226,2,12,14
Madhya Pradesh,Neemuch,458228,1,18,19
Madhya Pradesh,Neemuch,458330,5,31,36
Madhya Pradesh,Neemuch,458336,1,4,5
Madhya Pradesh,Neemuch,458441,16,91,107
Madhya Pradesh,Neemuch,458468,1,3,4
Madhya Pradesh,Neemuch,458470,1,2,3
Madhya Pradesh,Niwari,472336,0,2,2
Madhya Pradesh,Niwari,472338,4,22,26
Madhya Pradesh,Niwari,472442,1,8,9
Madhya Pradesh,Niwari,472447,1,5,6
Madhya Pradesh,Pandhurna,480109,1,3,4
Madhya Pradesh,Pandhurna,480338,1,3,4
Madhya Pradesh,Panna,488001,15,92,107
Madhya Pradesh,Panna,488050,0,1,1
Madhya Pradesh,Panna,488051,1,9,10
Madhya Pradesh,Panna,488058,12,62,74
Madhya Pradesh,Panna,488059,0,1,1
Madhya Pradesh,Panna,488101,0,2,2
Madhya Pradesh,Panna,488220,6,55,61
Madhya Pradesh,Panna,488222,2,32,34
Madhya Pradesh,Panna,488333,4,40,44
Madhya Pradesh,Panna,488441,3,22,25
Madhya Pradesh,Panna,488442,7,41,48
Madhya Pradesh,Panna,488443,0,1,1
Madhya Pradesh,Panna,488446,3,30,33
Madhya Pradesh,Panna,488448,3,35,38
Madhya Pradesh,Raisen,462046,5,23,28
Madhya Pradesh,Raisen,464551,8,49,57
Madhya Pradesh,Raisen,464651,1,10,11
Madhya Pradesh,Raisen,464661,1,8,9
Madhya Pradesh,Raisen,464665,2,13,15
Madhya Pradesh,Raisen,464668,9,52,61
Madhya Pradesh,Raisen,464671,2,13,15
Madhya Pradesh,Raisen,464672,1,6,7
Madhya Pradesh,Raisen,464770,2,18,20
Madhya Pradesh,Raisen,464774,3,18,21
Madhya Pradesh,Raisen,464776,1,6,7
Madhya Pradesh,Raisen,464881,5,43,48
Madhya Pradesh,Raisen,464884,5,23,28
Madhya Pradesh,Raisen,464886,8,43,51
Madhya Pradesh,Raisen,464986,4,30,34
Madhya Pradesh,Raisen,464990,5,20,25
Madhya Pradesh,Raisen,464993,3,11,14
