state,district,pincode,age_0_5,age_5_17,age_18_greater,total
Odisha,Kendrapara,754229,0,1,0,1
Odisha,Kendrapara,754231,1,0,0,1
Odisha,Kendrapara,754239,1,0,0,1
Odisha,Kendrapara,754240,1,1,0,2
Odisha,Kendrapara,754244,1,0,0,1
Odisha,Kendrapara,754245,2,0,0,2
Odisha,Kendrapara,754246,2,0,0,2
Odisha,Kendrapara,754248,3,0,0,3
Odisha,Kendrapara,754253,1,0,0,1
Odisha,Kendrapara,754289,1,0,0,1
Odisha,Kendrapara,755061,2,0,0,2
Odisha,Kendujhar,758001,1,0,0,1
Odisha,Kendujhar,758002,1,0,0,1
Odisha,Kendujhar,758013,3,0,0,3
Odisha,Kendujhar,758014,3,1,0,4
Odisha,Kendujhar,758015,2,0,0,2
Odisha,Kendujhar,758016,3,0,0,3
Odisha,Kendujhar,758017,2,0,0,2
Odisha,Kendujhar,758018,5,1,0,6
Odisha,Kendujhar,758019,3,0,0,3
Odisha,Kendujhar,758020,2,0,0,2
Odisha,Kendujhar,758021,3,1,0,4
Odisha,Kendujhar,758022,2,0,0,2
Odisha,Kendujhar,758023,2,1,0,3
Odisha,Kendujhar,758026,1,1,0,2
Odisha,Kendujhar,758027,2,0,0,2
Odisha,Kendujhar,758028,3,1,0,4
Odisha,Kendujhar,758029,3,1,0,4
Odisha,Kendujhar,758030,2,0,0,2
Odisha,Kendujhar,758031,4,1,0,5
Odisha,Kendujhar,758032,3,0,0,3
Odisha,Kendujhar,758034,2,1,0,3
Odisha,Kendujhar,758035,2,2,0,4
Odisha,Kendujhar,758036,1,0,0,1
Odisha,Kendujhar,758037,1,1,0,2
Odisha,Kendujhar,758038,2,1,0,3
Odisha,Kendujhar,758040,1,1,0,2
Odisha,Kendujhar,758041,2,0,0,2
Odisha,Kendujhar,758043,3,0,0,3
Odisha,Kendujhar,758044,2,0,0,2
Odisha,Kendujhar,758045,2,0,0,2
Odisha,Kendujhar,758046,2,0,0,2
Odisha,Kendujhar,758047,2,1,0,3
Odisha,Kendujhar,758052,0,0,0,0
Odisha,Kendujhar,758076,2,0,0,2
Odisha,Kendujhar,758078,2,0,0,2
Odisha,Kendujhar,758079,2,0,0,2
Odisha,Kendujhar,758080,3,1,0,4
Odisha,Kendujhar,758081,2,0,0,2
Odisha,Kendujhar,758082,2,0,0,2
Odisha,Kendujhar,758083,2,0,0,2
Odisha,Kendujhar,758086,1,0,0,1
Odisha,Khorda,751001,1,0,0,1
Odisha,Khorda,751002,2,0,0,2
Odisha,Khorda,751003,1,0,0,1
Odisha,Khorda,751004,1,0,0,1
Odisha,Khorda,751005,1,0,0,1
Odisha,Khorda,751006,1,0,0,1
Odisha,Khorda,751007,1,0,0,1
Odisha,Khorda,751009,1,0,0,1
Odisha,Khorda,751010,1,0,0,1
Odisha,Khorda,751012,1,0,0,1
Odisha,Khorda,751013,1,0,0,1
Odisha,Khorda,751014,1,0,0,1
Odisha,Khorda,751015,1,0,0,1
Odisha,Khorda,751016,1,0,0,1
Odisha,Khorda,751017,1,0,0,1
Odisha,Khorda,751018,1,0,0,1
Odisha,Khorda,751019,2,1,0,3
Odisha,Khorda,751020,1,0,0,1
Odisha,Khorda,751021,1,0,0,1
Odisha,Khorda,751022,1,0,0,1
Odisha,Khorda,751023,1,0,0,1
Odisha,Khorda,751024,2,1,1,4
Odisha,Khorda,751025,1,0,0,1
Odisha,Khorda,751028,1,0,0,1
Odisha,Khorda,751029,1,1,0,2
Odisha,Khorda,751030,1,0,0,1
Odisha,Khorda,751031,1,1,0,2
Odisha,Khorda,752018,2,0,0,2
Odisha,Khorda,752019,2,0,0,2
Odisha,Khorda,752020,2,0,0,2
Odisha,Khorda,752021,2,0,0,2
Odisha,Khorda,752022,1,0,0,1
Odisha,Khorda,752023,1,0,0,1
Odisha,Khorda,752027,2,0,0,2
Odisha,Khorda,752030,2,0,0,2
Odisha,Khorda,752031,2,0,0,2
Odisha,Khorda,752034,2,0,0,2
Odisha,Khorda,752035,1,0,0,1
Odisha,Khorda,752037,1,0,0,1
Odisha,Khorda,752038,1,0,0,1
Odisha,Khorda,752050,2,0,0,2
Odisha,Khorda,752054,2,1,0,3
Odisha,Khorda,752055,2,0,0,2
Odisha,Khorda,752056,2,0,0,2
Odisha,Khorda,752057,1,0,0,1
Odisha,Khorda,752060,2,0,0,2
Odisha,Khorda,752061,2,0,0,2
Odisha,Khorda,752062,2,0,0,2
Odisha,Khorda,752064,1,0,0,1
Odisha,Khorda,752065,1,0,0,1
Odisha,Khorda,752066,2,0,0,2
Odisha,Khorda,752068,2,0,0,2
Odisha,Khorda,752100,2,0,0,2
Odisha,Khorda,752101,1,0,0,1
Odisha,Khorda,752102,2,0,0,2
Odisha,Khorda,752104,2,0,0,2
Odisha,Khorda,752106,2,0,0,2
Odisha,Khorda,752114,2,0,0,2
Odisha,Khorda,752115,1,0,0,1
Odisha,Khorda,754012,1,0,0,1
Odisha,Khordha,752015,2,0,0,2
Odisha,Koraput,763001,1,0,0,1
Odisha,Koraput,763002,1,0,0,1
Odisha,Koraput,763003,1,0,0,1
Odisha,Koraput,763004,0,1,0,1
Odisha,Koraput,763008,1,0,0,1
Odisha,Koraput,764001,1,1,0,2
Odisha,Koraput,764002,4,1,0,5
Odisha,Koraput,764003,1,0,0,1
Odisha,Koraput,764004,1,0,0,1
Odisha,Koraput,764005,2,1,0,3
Odisha,Koraput,764006,1,1,0,2
Odisha,Koraput,764011,1,0,0,1
Odisha,Koraput,764014,2,1,0,3
Odisha,Koraput,764020,1,0,0,1
Odisha,Koraput,764021,2,1,0,3
Odisha,Koraput,764027,2,1,0,3
Odisha,Koraput,764028,2,1,0,3
Odisha,Koraput,764036,3,1,0,4
Odisha,Koraput,764037,3,1,0,4
Odisha,Koraput,764038,3,1,0,4
Odisha,Koraput,764039,2,1,0,3
Odisha,Koraput,764040,2,0,0,2
Odisha,Koraput,764041,2,0,0,2
Odisha,Koraput,764042,1,0,0,1
Odisha,Koraput,764043,5,2,0,7
Odisha,Koraput,764044,6,2,0,8
Odisha,Koraput,764055,2,1,0,3
Odisha,Koraput,764056,2,1,0,3
Odisha,Koraput,764057,2,1,0,3
Odisha,Koraput,764058,3,1,0,4
Odisha,Koraput,764063,2,1,0,3
Odisha,Koraput,764075,3,2,0,5
Odisha,Koraput,764081,1,0,0,1
Odisha,Koraput,765013,3,2,0,5
Odisha,Malkangiri,764045,8,1,0,9
Odisha,Malkangiri,764046,2,0,0,2
Odisha,Malkangiri,764047,6,1,0,7
Odisha,Malkangiri,764048,1,0,0,1
Odisha,Malkangiri,764051,4,1,0,5
Odisha,Malkangiri,764052,3,1,0,4
Odisha,Malkangiri,764086,3,1,0,4
Odisha,Malkangiri,764087,4,0,0,4
Odisha,Mayurbhanj,757001,2,0,0,2
Odisha,Mayurbhanj,757002,1,0,0,1
Odisha,Mayurbhanj,757003,1,0,0,1
Odisha,Mayurbhanj,757014,2,1,0,3
Odisha,Mayurbhanj,757016,2,0,0,2
Odisha,Mayurbhanj,757018,2,1,0,3
Odisha,Mayurbhanj,757019,2,1,0,3
Odisha,Mayurbhanj,757020,2,0,0,2
Odisha,Mayurbhanj,757021,1,0,0,1
Odisha,Mayurbhanj,757022,2,1,0,3
Odisha,Mayurbhanj,757023,2,0,0,2
Odisha,Mayurbhanj,757024,1,0,0,1
Odisha,Mayurbhanj,757025,2,0,0,2
Odisha,Mayurbhanj,757026,2,0,0,2
Odisha,Mayurbhanj,757027,1,0,0,1
Odisha,Mayurbhanj,757028,1,1,0,2
Odisha,Mayurbhanj,757029,1,1,0,2
Odisha,Mayurbhanj,757030,2,1,0,3
Odisha,Mayurbhanj,757031,1,0,0,1
Odisha,Mayurbhanj,757032,2,1,0,3
Odisha,Mayurbhanj,757033,3,1,0,4
Odisha,Mayurbhanj,757034,4,1,0,5
Odisha,Mayurbhanj,757035,2,1,0,3
Odisha,Mayurbhanj,757036,3,1,0,4
Odisha,Mayurbhanj,757037,4,1,0,5
Odisha,Mayurbhanj,757038,5,1,0,6
Odisha,Mayurbhanj,757039,3,1,0,4
Odisha,Mayurbhanj,757040,2,1,0,3
Odisha,Mayurbhanj,757041,2,1,0,3
Odisha,Mayurbhanj,757042,2,1,0,3
Odisha,Mayurbhanj,757043,3,1,0,4
Odisha,Mayurbhanj,757045,2,1,0,3
Odisha,Mayurbhanj,757046,2,1,0,3
Odisha,Mayurbhanj,757047,2,1,0,3
Odisha,Mayurbhanj,757048,3,2,0,5
Odisha,Mayurbhanj,757049,2,0,0,2
Odisha,Mayurbhanj,757050,3,0,0,3
Odisha,Mayurbhanj,757051,2,0,0,2
Odisha,Mayurbhanj,757052,2,1,0,3
Odisha,Mayurbhanj,757053,2,1,0,3
Odisha,Mayurbhanj,757054,2,0,0,2
Odisha,Mayurbhanj,757073,1,1,0,2
Odisha,Mayurbhanj,757074,1,0,0,1
Odisha,Mayurbhanj,757075,2,0,0,2
Odisha,Mayurbhanj,757077,1,1,0,2
Odisha,Mayurbhanj,757079,2,1,0,3
Odisha,Mayurbhanj,757081,1,0,0,1
Odisha,Mayurbhanj,757083,1,0,0,1
Odisha,Mayurbhanj,757084,2,0,0,2
Odisha,Mayurbhanj,757085,1,0,0,1
Odisha,Mayurbhanj,757086,2,0,0,2
Odisha,Mayurbhanj,757087,2,1,0,3
Odisha,Mayurbhanj,757091,3,0,0,3
Odisha,Mayurbhanj,757092,2,1,0,3
Odisha,Mayurbhanj,757093,1,0,0,1
Odisha,Mayurbhanj,757100,1,0,0,1
Odisha,Mayurbhanj,757101,1,0,0,1
Odisha,Mayurbhanj,757102,1,0,0,1
Odisha,Mayurbhanj,757103,1,0,0,1
Odisha,Mayurbhanj,757104,1,1,0,2
Odisha,Mayurbhanj,757105,2,0,0,2
Odisha,Mayurbhanj,757106,1,1,0,2
Odisha,Mayurbhanj,757107,1,0,0,1
Odisha,NUAPADA,766118,3,1,0,4
Odisha,Nabarangapur,764049,4,2,0,6
Odisha,Nabarangapur,764059,4,2,0,6
Odisha,Nabarangapur,764061,3,2,0,5
Odisha,Nabarangapur,764070,4,2,0,6
Odisha,Nabarangapur,764071,8,4,0,12
Odisha,Nabarangapur,764072,7,3,0,10
Odisha,Nabarangapur,764073,8,3,0,11
Odisha,Nabarangapur,764074,10,4,0,14
Odisha,Nabarangapur,764076,8,5,0,13
Odisha,Nabarangapur,764077,2,2,0,4
Odisha,Nabarangapur,764078,2,1,0,3
Odisha,Nabarangapur,764085,1,0,0,1
Odisha,Nayagarh,752024,1,0,0,1
Odisha,Nayagarh,752025,2,0,0,2
Odisha,Nayagarh,752026,2,0,0,2
Odisha,Nayagarh,752063,2,0,0,2
Odisha,Nayagarh,752069,1,0,0,1
Odisha,Nayagarh,752070,2,0,0,2
Odisha,Nayagarh,752077,4,0,0,4
Odisha,Nayagarh,752078,1,0,0,1
Odisha,Nayagarh,752079,2,0,0,2
Odisha,Nayagarh,752080,2,0,0,2
Odisha,Nayagarh,752081,2,0,0,2
Odisha,Nayagarh,752082,2,0,0,2
Odisha,Nayagarh,752083,1,0,0,1
Odisha,Nayagarh,752084,2,1,0,3
Odisha,Nayagarh,752085,2,0,0,2
Odisha,Nayagarh,752089,2,0,0,2
Odisha,Nayagarh,752090,2,0,0,2
Odisha,Nayagarh,752091,2,0,0,2
Odisha,Nayagarh,752092,1,0,0,1
Odisha,Nayagarh,752093,2,0,0,2
Odisha,Nayagarh,752094,2,0,0,2
Odisha,Nuapada,766104,3,1,0,4
Odisha,Nuapada,766105,6,1,0,7
Odisha,Nuapada,766106,4,1,0,5
Odisha,Nuapada,766108,4,1,0,5
Odisha,Nuapada,766111,3,1,0,4
Odisha,Nuapada,766117,0,1,0,1
Odisha,Puri,752001,2,1,0,3
Odisha,Puri,752002,4,1,0,5
Odisha,Puri,752003,0,1,0,1
Odisha,Puri,752011,5,1,0,6
Odisha,Puri,752012,2,0,0,2
Odisha,Puri,752013,1,0,0,1
Odisha,Puri,752014,1,0,0,1
Odisha,Puri,752016,2,0,0,2
Odisha,Puri,752017,3,0,0,3
Odisha,Puri,752045,1,0,0,1
Odisha,Puri,752046,2,0,0,2
Odisha,Puri,752105,2,0,0,2
Odisha,Puri,752107,2,0,0,2
Odisha,Puri,752108,2,0,0,2
Odisha,Puri,752109,2,0,0,2
Odisha,Puri,752110,2,0,0,2
Odisha,Puri,752111,2,0,0,2
Odisha,Puri,752113,1,0,0,1
Odisha,Puri,752116,1,0,0,1
Odisha,Puri,752118,1,0,0,1
Odisha,Puri,752119,1,0,0,1
Odisha,Puri,752121,1,0,0,1
Odisha,Rayagada,764062,1,0,0,1
Odisha,Rayagada,765001,1,0,0,1
Odisha,Rayagada,765002,2,1,0,3
Odisha,Rayagada,765015,4,3,0,7
Odisha,Rayagada,765016,2,1,0,3
Odisha,Rayagada,765017,4,1,0,5
Odisha,Rayagada,765018,3,0,0,3
Odisha,Rayagada,765019,4,1,0,5
Odisha,Rayagada,765020,4,1,0,5
Odisha,Rayagada,765021,2,0,0,2
Odisha,Rayagada,765022,2,0,0,2
Odisha,Rayagada,765023,2,0,0,2
Odisha,Rayagada,765024,2,0,0,2
Odisha,Rayagada,765025,2,0,0,2
Odisha,Rayagada,765026,2,0,0,2
Odisha,Rayagada,765029,7,1,0,8
Odisha,Rayagada,765033,2,0,0,2
Odisha,Rayagada,765034,1,0,0,1
Odisha,Sambalpur,768001,2,0,0,2
Odisha,Sambalpur,768002,1,0,0,1
Odisha,Sambalpur,768003,1,0,0,1
Odisha,Sambalpur,768004,1,0,0,1
Odisha,Sambalpur,768005,3,1,0,4
Odisha,Sambalpur,768006,2,0,0,2
Odisha,Sambalpur,768016,2,0,0,2
Odisha,Sambalpur,768017,2,0,0,2
Odisha,Sambalpur,768018,1,0,0,1
Odisha,Sambalpur,768019,1,0,0,1
Odisha,Sambalpur,768020,1,0,0,1
Odisha,Sambalpur,768025,1,0,0,1
Odisha,Sambalpur,768026,1,0,0,1
Odisha,Sambalpur,768105,3,0,0,3
Odisha,Sambalpur,768106,5,1,0,6
Odisha,Sambalpur,768112,2,0,0,2
Odisha,Sambalpur,768113,2,0,0,2
Odisha,Sambalpur,768200,2,0,0,2
Odisha,Sambalpur,768222,2,0,0,2
Odisha,Sambalpur,768224,2,0,0,2
Odisha,Sambalpur,768227,2,0,0,2
Odisha,Sonapur,767017,1,0,0,1
Odisha,Sonapur,767018,3,1,0,4
Odisha,Sonapur,767019,3,1,0,4
Odisha,Sonapur,767023,2,0,0,2
Odisha,Sonapur,767045,2,0,0,2
Odisha,Sonapur,767062,3,0,0,3
Odisha,Subarnapur,767034,1,0,0,1
Odisha,Sundargarh,769001,1,1,0,2
Odisha,Sundargarh,769002,1,0,0,1
Odisha,Sundargarh,769003,1,0,0,1
Odisha,Sundargarh,769004,2,1,0,3
Odisha,Sundargarh,769005,1,0,0,1
Odisha,Sundargarh,769006,1,0,0,1
Odisha,Sundargarh,769007,1,0,0,1
Odisha,Sundargarh,769008,1,0,0,1
Odisha,Sundargarh,769009,1,0,0,1
Odisha,Sundargarh,769010,1,0,0,1
Odisha,Sundargarh,769012,1,0,0,1
Odisha,Sundargarh,769013,1,0,0,1
Odisha,Sundargarh,769014,1,0,0,1
Odisha,Sundargarh,769015,1,0,0,1
Odisha,Sundargarh,769016,1,0,0,1
Odisha,Sundargarh,769042,2,0,0,2
Odisha,Sundargarh,770001,1,0,0,1
Odisha,Sundargarh,770002,1,0,0,1
Odisha,Sundargarh,770011,1,0,0,1
Odisha,Sundargarh,770012,1,0,0,1
Odisha,Sundargarh,770013,1,0,0,1
Odisha,Sundargarh,770014,2,0,0,2
Odisha,Sundargarh,770015,2,0,0,2
Odisha,Sundargarh,770016,2,0,0,2
Odisha,Sundargarh,770017,3,0,0,3
Odisha,Sundargarh,770018,2,0,0,2
Odisha,Sundargarh,770019,2,0,0,2
Odisha,Sundargarh,770020,1,0,0,1
Odisha,Sundargarh,770021,1,0,0,1
Odisha,Sundargarh,770022,1,0,0,1
Odisha,Sundargarh,770023,1,0,0,1
Odisha,Sundargarh,770024,1,0,0,1
Odisha,Sundargarh,770031,1,0,0,1
Odisha,Sundargarh,770032,1,0,0,1
Odisha,Sundargarh,770033,2,0,0,2
Odisha,Sundargarh,770034,1,0,0,1
Odisha,Sundargarh,770035,2,0,0,2
Odisha,Sundargarh,770036,2,1,0,3
Odisha,Sundargarh,770039,2,0,0,2
Odisha,Sundargarh,770046,1,0,0,1
Odisha,Sundargarh,770070,1,0,0,1
Odisha,Sundargarh,770072,1,0,0,1
Odisha,Sundargarh,770073,1,0,0,1
Odisha,Sundargarh,770074,2,0,0,2
Odisha,Sundargarh,770075,1,0,0,1
Odisha,Sundargarh,770076,1,0,0,1
Odisha,Sundergarh,769011,1,0,0,1
Odisha,Sundergarh,769043,1,0,0,1
Odisha,Sundergarh,770037,3,1,0,4
Odisha,Sundergarh,770038,2,0,0,2
Odisha,Sundergarh,770040,4,1,0,5
Odisha,Sundergarh,770041,1,0,0,1
Odisha,Sundergarh,770042,1,0,0,1
Odisha,Sundergarh,770043,2,0,0,2
Odisha,Sundergarh,770044,2,1,0,3
Odisha,Sundergarh,770048,2,1,0,3
Odisha,Sundergarh,770051,2,0,0,2
Odisha,Sundergarh,770052,1,0,0,1
Orissa,Khordha,751008,1,0,0,1
Pondicherry,Karaikal,609601,1,0,0,1
Pondicherry,Karaikal,609602,2,0,0,2
Pondicherry,Karaikal,609603,1,0,0,1
Pondicherry,Karaikal,609604,1,0,0,1
Pondicherry,Karaikal,609605,1,0,0,1
Pondicherry,Karaikal,609606,1,0,0,1
Pondicherry,Karaikal,609607,1,0,0,1
Pondicherry,Karaikal,609609,1,0,0,1
Pondicherry,Pondicherry,605001,1,0,0,1
Pondicherry,Pondicherry,605003,1,0,0,1
Pondicherry,Pondicherry,605004,1,0,0,1
Pondicherry,Pondicherry,605005,1,0,0,1
Pondicherry,Pondicherry,605006,1,0,0,1
Pondicherry,Pondicherry,605007,2,0,0,2
Pondicherry,Pondicherry,605008,2,0,0,2
Pondicherry,Pondicherry,605009,2,0,0,2
Pondicherry,Pondicherry,605010,1,0,0,1
Pondicherry,Pondicherry,605011,1,0,0,1
Pondicherry,Pondicherry,605012,1,0,0,1
Pondicherry,Pondicherry,605013,1,0,0,1
Pondicherry,Pondicherry,605014,1,0,0,1
Pondicherry,Pondicherry,605102,1,0,0,1
Pondicherry,Pondicherry,605105,2,0,0,2
Pondicherry,Pondicherry,605106,1,0,0,1
Pondicherry,Pondicherry,605107,2,0,0,2
Pondicherry,Pondicherry,605110,2,0,0,2
Pondicherry,Pondicherry,605111,1,0,0,1
Pondicherry,Pondicherry,605501,2,0,0,2
Pondicherry,Pondicherry,605502,1,0,0,1
Pondicherry,Pondicherry,607402,2,0,0,2
Pondicherry,Pondicherry,673310,1,0,0,1
Punjab,Amritsar,143001,54,16,3,73
Punjab,Amritsar,143002,1,0,0,1
Punjab,Amritsar,143003,1,0,0,1
Punjab,Amritsar,143005,1,0,0,1
Punjab,Amritsar,143006,1,0,0,1
Punjab,Amritsar,143008,2,0,0,2
Punjab,Amritsar,143009,2,0,0,2
Punjab,Amritsar,143022,2,0,0,2
Punjab,Amritsar,143026,1,0,0,1
Punjab,Amritsar,143101,3,0,0,3
Punjab,Amritsar,143102,6,1,0,7
Punjab,Amritsar,143103,2,0,0,2
Punjab,Amritsar,143104,1,0,0,1
Punjab,Amritsar,143105,3,1,0,4
Punjab,Amritsar,143107,2,0,0,2
Punjab,Amritsar,143108,2,0,0,2
Punjab,Amritsar,143109,2,0,0,2
Punjab,Amritsar,143110,4,1,0,5
Punjab,Amritsar,143111,2,0,0,2
Punjab,Amritsar,143112,1,0,0,1
Punjab,Amritsar,143113,2,0,0,2
Punjab,Amritsar,143114,2,0,0,2
Punjab,Amritsar,143115,2,0,0,2
Punjab,Amritsar,143116,2,0,0,2
Punjab,Amritsar,143119,2,0,0,2
Punjab,Amritsar,143149,2,0,0,2
Punjab,Amritsar,143201,2,0,0,2
Punjab,Amritsar,143202,2,0,0,2
Punjab,Amritsar,143203,1,0,0,1
Punjab,Amritsar,143204,1,0,0,1
Punjab,Amritsar,143205,2,0,0,2
Punjab,Amritsar,143302,2,0,0,2
Punjab,Amritsar,143304,2,0,0,2
Punjab,Amritsar,143305,3,0,0,3
Punjab,Amritsar,143401,10,1,0,11
Punjab,Amritsar,143413,1,0,0,1
Punjab,Amritsar,143415,2,0,0,2
Punjab,Amritsar,143501,3,0,0,3
Punjab,Amritsar,143502,2,0,0,2
Punjab,Amritsar,143504,1,0,0,1
Punjab,Amritsar,143601,4,0,0,4
Punjab,Amritsar,143603,1,0,0,1
Punjab,Amritsar,143606,2,0,0,2
Punjab,Barnala,148020,2,0,0,2
Punjab,Barnala,148024,3,0,0,3
Punjab,Barnala,148025,1,0,0,1
Punjab,Barnala,148100,1,0,0,1
Punjab,Barnala,148101,5,0,0,5
Punjab,Barnala,148102,2,0,0,2
Punjab,Barnala,148103,1,0,0,1
Punjab,Barnala,148104,2,0,0,2
Punjab,Barnala,148105,2,0,0,2
Punjab,Barnala,148106,2,0,0,2
Punjab,Barnala,148107,2,0,0,2
Punjab,Barnala,148108,2,0,0,2
Punjab,Bathinda,148109,1,0,0,1
Punjab,Bathinda,151001,11,2,0,13
Punjab,Bathinda,151002,1,0,0,1
Punjab,Bathinda,151003,1,0,0,1
Punjab,Bathinda,151004,1,0,0,1
Punjab,Bathinda,151005,2,0,0,2
Punjab,Bathinda,151101,2,0,0,2
Punjab,Bathinda,151102,2,0,0,2
Punjab,Bathinda,151103,3,0,0,3
Punjab,Bathinda,151104,2,0,0,2
Punjab,Bathinda,151105,1,0,0,1
Punjab,Bathinda,151106,1,0,0,1
Punjab,Bathinda,151108,2,0,0,2
Punjab,Bathinda,151111,1,0,0,1
Punjab,Bathinda,151201,3,0,0,3
Punjab,Bathinda,151206,1,0,0,1
Punjab,Bathinda,151301,3,0,0,3
Punjab,Bathinda,151302,3,0,0,3
Punjab,Bathinda,151401,3,0,0,3
Punjab,Bathinda,151501,2,0,0,2
Punjab,Bathinda,151505,4,0,0,4
Punjab,Bathinda,151509,2,0,0,2
Punjab,Faridkot,151202,2,0,0,2
Punjab,Faridkot,151203,4,1,0,5
Punjab,Faridkot,151204,3,0,0,3
Punjab,Faridkot,151205,2,0,0,2
Punjab,Faridkot,151207,1,0,0,1
Punjab,Faridkot,151208,1,0,0,1
Punjab,Faridkot,151209,1,0,0,1
Punjab,Faridkot,151212,2,0,0,2
Punjab,Faridkot,152025,1,0,0,1
Punjab,Fatehgarh Sahib,140101,2,0,0,2
Punjab,Fatehgarh Sahib,140102,1,0,0,1
Punjab,Fatehgarh Sahib,140112,2,0,0,2
Punjab,Fatehgarh Sahib,140307,2,0,0,2
Punjab,Fatehgarh Sahib,140401,5,0,0,5
Punjab,Fatehgarh Sahib,140405,1,0,0,1
Punjab,Fatehgarh Sahib,140406,4,0,0,4
Punjab,Fatehgarh Sahib,140407,1,0,0,1
Punjab,Fatehgarh Sahib,140412,2,0,0,2
Punjab,Fatehgarh Sahib,140602,1,0,0,1
Punjab,Fatehgarh Sahib,140802,1,0,0,1
Punjab,Fatehgarh Sahib,141411,1,0,0,1
Punjab,Fatehgarh Sahib,141801,1,0,0,1
Punjab,Fatehgarh Sahib,147001,23,6,1,30
Punjab,Fatehgarh Sahib,147104,1,0,0,1
Punjab,Fatehgarh Sahib,147202,2,0,0,2
Punjab,Fatehgarh Sahib,147203,2,0,0,2
Punjab,Fatehgarh Sahib,147301,3,1,0,4
Punjab,Fazilka,152022,2,0,0,2
Punjab,Fazilka,152024,4,0,0,4
Punjab,Fazilka,152033,2,0,0,2
Punjab,Fazilka,152116,4,1,0,5
Punjab,Fazilka,152117,1,0,0,1
Punjab,Fazilka,152121,2,0,0,2
Punjab,Fazilka,152122,1,0,0,1
Punjab,Fazilka,152123,5,1,0,6
Punjab,Fazilka,152124,2,0,0,2
Punjab,Fazilka,152128,2,0,0,2
Punjab,Fazilka,152132,1,1,0,2
Punjab,Ferozepur,142042,2,0,0,2
Punjab,Ferozepur,142043,1,0,0,1
Punjab,Ferozepur,142044,2,0,0,2
Punjab,Ferozepur,142047,2,0,0,2
Punjab,Ferozepur,142050,2,0,0,2
Punjab,Ferozepur,142052,1,0,0,1
Punjab,Ferozepur,142060,1,0,0,1
Punjab,Ferozepur,152001,1,0,0,1
Punjab,Ferozepur,152002,4,0,0,4
Punjab,Ferozepur,152003,2,0,0,2
Punjab,Ferozepur,152004,1,0,0,1
Punjab,Ferozepur,152005,1,0,0,1
Punjab,Ferozepur,152021,2,0,0,2
Punjab,Ferozepur,152023,2,0,0,2
Punjab,Ferozepur,152028,1,0,0,1
Punjab,Gurdaspur,143505,20,3,1,24
Punjab,Gurdaspur,143506,2,0,0,2
Punjab,Gurdaspur,143507,3,0,0,3
Punjab,Gurdaspur,143511,2,0,0,2
Punjab,Gurdaspur,143512,2,0,0,2
Punjab,Gurdaspur,143513,3,0,0,3
Punjab,Gurdaspur,143514,2,0,0,2
Punjab,Gurdaspur,143515,2,0,0,2
Punjab,Gurdaspur,143516,1,0,0,1
Punjab,Gurdaspur,143517,2,0,0,2
Punjab,Gurdaspur,143518,3,0,0,3
Punjab,Gurdaspur,143519,3,0,0,3
Punjab,Gurdaspur,143520,2,0,0,2
Punjab,Gurdaspur,143521,6,1,0,7
Punjab,Gurdaspur,143525,1,0,0,1
Punjab,Gurdaspur,143526,2,0,0,2
Punjab,Gurdaspur,143527,3,0,0,3
Punjab,Gurdaspur,143528,2,0,0,2
Punjab,Gurdaspur,143529,2,0,0,2
Punjab,Gurdaspur,143530,2,0,0,2
Punjab,Gurdaspur,143531,2,0,0,2
Punjab,Gurdaspur,143532,2,0,0,2
Punjab,Gurdaspur,143533,2,0,0,2
Punjab,Gurdaspur,143534,2,0,0,2
Punjab,Gurdaspur,143602,4,1,0,5
Punjab,Gurdaspur,143604,2,0,0,2
Punjab,Gurdaspur,143605,1,0,0,1
Punjab,Gurdaspur,145001,4,0,0,4
Punjab,Gurdaspur,145022,1,0,0,1
Punjab,Gurdaspur,145023,2,0,0,2
Punjab,Gurdaspur,145024,1,0,0,1
Punjab,Gurdaspur,145025,3,0,0,3
Punjab,Gurdaspur,145026,1,0,0,1
Punjab,Gurdaspur,145027,1,0,0,1
Punjab,Gurdaspur,145029,1,0,0,1
Punjab,Gurdaspur,145101,1,0,0,1
Punjab,Hoshiarpur,144105,2,0,0,2
Punjab,Hoshiarpur,144202,2,0,0,2
Punjab,Hoshiarpur,144203,1,0,0,1
Punjab,Hoshiarpur,144204,2,0,0,2
Punjab,Hoshiarpur,144205,4,0,0,4
Punjab,Hoshiarpur,144206,1,0,0,1
Punjab,Hoshiarpur,144207,2,0,0,2
Punjab,Hoshiarpur,144208,2,0,0,2
Punjab,Hoshiarpur,144209,1,0,0,1
Punjab,Hoshiarpur,144210,1,0,0,1
Punjab,Hoshiarpur,144211,3,0,0,3
Punjab,Hoshiarpur,144212,1,0,0,1
Punjab,Hoshiarpur,144213,1,0,0,1
Punjab,Hoshiarpur,144214,2,0,0,2
Punjab,Hoshiarpur,144216,2,0,0,2
Punjab,Hoshiarpur,144221,3,0,0,3
Punjab,Hoshiarpur,144222,1,0,0,1
Punjab,Hoshiarpur,144223,1,0,0,1
Punjab,Hoshiarpur,144224,1,0,0,1
Punjab,Hoshiarpur,144305,1,0,0,1
Punjab,Hoshiarpur,144306,2,0,0,2
Punjab,Hoshiarpur,144404,1,0,0,1
Punjab,Hoshiarpur,144406,1,0,0,1
Punjab,Hoshiarpur,144519,1,0,0,1
Punjab,Hoshiarpur,144520,1,0,0,1
Punjab,Hoshiarpur,144523,2,0,0,2
