state,district,pincode,bio_age_5_17,bio_age_17_,total
Madhya Pradesh,Katni,483330,33,41,74
Madhya Pradesh,Katni,483331,30,40,70
Madhya Pradesh,Katni,483332,40,31,71
Madhya Pradesh,Katni,483440,41,38,79
Madhya Pradesh,Katni,483442,31,21,52
Madhya Pradesh,Katni,483501,168,129,297
Madhya Pradesh,Katni,483504,11,8,19
Madhya Pradesh,Katni,483770,62,47,109
Madhya Pradesh,Katni,483773,39,36,75
Madhya Pradesh,Katni,483775,60,43,103
Madhya Pradesh,Katni,483880,41,31,72
Madhya Pradesh,Katni,483990,48,40,88
Madhya Pradesh,Khandwa,450110,5,4,9
Madhya Pradesh,Khandwa,450112,12,9,21
Madhya Pradesh,Khandwa,450116,21,22,43
Madhya Pradesh,Khandwa,450119,2,2,4
Madhya Pradesh,Khandwa,450337,14,16,30
Madhya Pradesh,Khargone,451111,25,30,55
Madhya Pradesh,Khargone,451113,43,56,99
Madhya Pradesh,Khargone,451220,21,32,53
Madhya Pradesh,Khargone,451221,26,32,58
Madhya Pradesh,Khargone,451225,16,19,35
Madhya Pradesh,Khargone,451331,55,74,129
Madhya Pradesh,Khargone,451332,97,106,203
Madhya Pradesh,Khargone,451335,33,37,70
Madhya Pradesh,Khargone,451441,66,71,137
Madhya Pradesh,Khargone,451442,20,19,39
Madhya Pradesh,Mandla,481661,73,58,131
Madhya Pradesh,Mandla,481662,30,31,61
Madhya Pradesh,Mandla,481663,15,10,25
Madhya Pradesh,Mandla,481664,27,15,42
Madhya Pradesh,Mandla,481665,18,17,35
Madhya Pradesh,Mandla,481666,12,13,25
Madhya Pradesh,Mandla,481668,24,18,42
Madhya Pradesh,Mandla,481768,19,14,33
Madhya Pradesh,Mandla,481771,30,26,56
Madhya Pradesh,Mandla,481776,18,12,30
Madhya Pradesh,Mandla,481885,24,21,45
Madhya Pradesh,Mandla,481995,51,35,86
Madhya Pradesh,Mandla,481996,43,27,70
Madhya Pradesh,Mandla,481998,19,19,38
Madhya Pradesh,Mandsaur,458001,53,48,101
Madhya Pradesh,Mandsaur,458002,51,54,105
Madhya Pradesh,Mandsaur,458389,24,32,56
Madhya Pradesh,Mandsaur,458553,10,10,20
Madhya Pradesh,Mandsaur,458556,28,23,51
Madhya Pradesh,Mandsaur,458558,39,36,75
Madhya Pradesh,Mandsaur,458664,24,22,46
Madhya Pradesh,Mandsaur,458667,41,38,79
Madhya Pradesh,Mandsaur,458669,21,16,37
Madhya Pradesh,Mandsaur,458771,3,4,7
Madhya Pradesh,Mandsaur,458775,34,37,71
Madhya Pradesh,Mandsaur,458778,14,12,26
Madhya Pradesh,Mandsaur,458880,59,61,120
Madhya Pradesh,Mandsaur,458883,55,39,94
Madhya Pradesh,Mandsaur,458888,48,52,100
Madhya Pradesh,Mandsaur,458895,31,26,57
Madhya Pradesh,Mandsaur,458990,38,43,81
Madhya Pradesh,Morena,476001,238,123,361
Madhya Pradesh,Morena,476111,136,88,224
Madhya Pradesh,Morena,476115,107,82,189
Madhya Pradesh,Morena,476134,25,15,40
Madhya Pradesh,Morena,476219,61,28,89
Madhya Pradesh,Morena,476221,134,76,210
Madhya Pradesh,Morena,476224,139,61,200
Madhya Pradesh,Morena,476228,35,16,51
Madhya Pradesh,Morena,476229,152,70,222
Madhya Pradesh,Morena,476444,60,31,91
Madhya Pradesh,Morena,476554,43,23,66
Madhya Pradesh,Narmadapuram,461111,39,55,94
Madhya Pradesh,Narmadapuram,461223,31,36,67
Madhya Pradesh,Narmadapuram,461771,30,34,64
Madhya Pradesh,Narmadapuram,461990,43,47,90
Madhya Pradesh,Narsimhapur,487001,39,36,75
Madhya Pradesh,Narsinghpur,487110,11,8,19
Madhya Pradesh,Narsinghpur,487114,12,9,21
Madhya Pradesh,Narsinghpur,487118,36,24,60
Madhya Pradesh,Narsinghpur,487221,22,15,37
Madhya Pradesh,Narsinghpur,487225,14,11,25
Madhya Pradesh,Narsinghpur,487330,12,13,25
Madhya Pradesh,Narsinghpur,487334,8,9,17
Madhya Pradesh,Narsinghpur,487337,9,7,16
Madhya Pradesh,Narsinghpur,487441,19,13,32
Madhya Pradesh,Narsinghpur,487551,25,19,44
Madhya Pradesh,Narsinghpur,487555,12,9,21
Madhya Pradesh,Narsinghpur,487661,17,19,36
Madhya Pradesh,Narsinghpur,487770,13,9,22
Madhya Pradesh,Narsinghpur,487771,15,10,25
Madhya Pradesh,Narsinghpur,487881,11,9,20
Madhya Pradesh,Neemuch,458110,56,28,84
Madhya Pradesh,Neemuch,458113,22,11,33
Madhya Pradesh,Neemuch,458116,32,13,45
Madhya Pradesh,Neemuch,458118,43,24,67
Madhya Pradesh,Neemuch,458220,31,25,56
Madhya Pradesh,Neemuch,458226,27,12,39
Madhya Pradesh,Neemuch,458228,23,12,35
Madhya Pradesh,Neemuch,458330,29,23,52
Madhya Pradesh,Neemuch,458336,7,8,15
Madhya Pradesh,Neemuch,458339,9,8,17
Madhya Pradesh,Neemuch,458441,110,82,192
Madhya Pradesh,Neemuch,458468,7,5,12
Madhya Pradesh,Neemuch,458470,4,3,7
Madhya Pradesh,Niwari,472246,23,15,38
Madhya Pradesh,Niwari,472442,21,15,36
Madhya Pradesh,Panna,488001,93,109,202
Madhya Pradesh,Panna,488050,0,1,1
Madhya Pradesh,Panna,488051,15,17,32
Madhya Pradesh,Panna,488058,46,33,79
Madhya Pradesh,Panna,488059,0,1,1
Madhya Pradesh,Panna,488101,3,4,7
Madhya Pradesh,Panna,488220,76,54,130
Madhya Pradesh,Panna,488222,36,24,60
Madhya Pradesh,Panna,488333,69,49,118
Madhya Pradesh,Panna,488441,75,58,133
Madhya Pradesh,Panna,488442,86,73,159
Madhya Pradesh,Panna,488443,0,0,0
Madhya Pradesh,Panna,488446,68,45,113
Madhya Pradesh,Panna,488448,70,58,128
Madhya Pradesh,Raisen,462046,27,23,50
Madhya Pradesh,Raisen,464551,107,75,182
Madhya Pradesh,Raisen,464570,0,1,1
Madhya Pradesh,Raisen,464651,24,20,44
Madhya Pradesh,Raisen,464661,15,12,27
Madhya Pradesh,Raisen,464665,51,33,84
Madhya Pradesh,Raisen,464668,63,36,99
Madhya Pradesh,Raisen,464671,35,24,59
Madhya Pradesh,Raisen,464672,16,9,25
Madhya Pradesh,Raisen,464770,42,32,74
Madhya Pradesh,Raisen,464774,49,44,93
Madhya Pradesh,Raisen,464776,18,15,33
Madhya Pradesh,Raisen,464881,91,58,149
Madhya Pradesh,Raisen,464884,61,45,106
Madhya Pradesh,Raisen,464886,69,48,117
Madhya Pradesh,Raisen,464986,38,32,70
Madhya Pradesh,Raisen,464990,46,33,79
Madhya Pradesh,Raisen,464993,31,29,60
Madhya Pradesh,Rajgarh,465661,129,94,223
Madhya Pradesh,Rajgarh,465667,55,56,111
Madhya Pradesh,Rajgarh,465669,86,81,167
Madhya Pradesh,Rajgarh,465674,117,104,221
Madhya Pradesh,Rajgarh,465677,52,54,106
Madhya Pradesh,Rajgarh,465679,101,88,189
Madhya Pradesh,Rajgarh,465680,47,50,97
Madhya Pradesh,Rajgarh,465683,65,84,149
Madhya Pradesh,Rajgarh,465685,37,46,83
Madhya Pradesh,Rajgarh,465687,70,86,156
Madhya Pradesh,Rajgarh,465689,42,41,83
Madhya Pradesh,Rajgarh,465691,70,66,136
Madhya Pradesh,Rajgarh,465693,58,64,122
Madhya Pradesh,Rajgarh,465695,0,1,1
Madhya Pradesh,Rajgarh,465697,82,87,169
Madhya Pradesh,Ratlam,457001,316,200,516
Madhya Pradesh,Ratlam,457114,92,50,142
Madhya Pradesh,Ratlam,457118,76,37,113
Madhya Pradesh,Ratlam,457222,38,25,63
Madhya Pradesh,Ratlam,457226,112,66,178
Madhya Pradesh,Ratlam,457331,37,22,59
Madhya Pradesh,Ratlam,457333,29,14,43
Madhya Pradesh,Ratlam,457336,20,15,35
Madhya Pradesh,Ratlam,457339,20,9,29
Madhya Pradesh,Ratlam,457340,16,10,26
Madhya Pradesh,Ratlam,457441,34,39,73
Madhya Pradesh,Ratlam,457550,83,37,120
Madhya Pradesh,Ratlam,457555,99,75,174
Madhya Pradesh,Rewa,486001,81,68,149
Madhya Pradesh,Rewa,486002,4,4,8
Madhya Pradesh,Rewa,486003,12,9,21
Madhya Pradesh,Rewa,486005,14,11,25
Madhya Pradesh,Rewa,486006,11,7,18
Madhya Pradesh,Rewa,486111,64,41,105
Madhya Pradesh,Rewa,486114,51,33,84
Madhya Pradesh,Rewa,486115,44,27,71
Madhya Pradesh,Rewa,486117,54,30,84
Madhya Pradesh,Rewa,486123,41,27,68
Madhya Pradesh,Rewa,486220,42,28,70
Madhya Pradesh,Rewa,486223,73,42,115
Madhya Pradesh,Rewa,486226,73,43,116
Madhya Pradesh,Rewa,486331,74,41,115
Madhya Pradesh,Rewa,486333,21,14,35
Madhya Pradesh,Rewa,486335,60,34,94
Madhya Pradesh,Rewa,486338,27,14,41
Madhya Pradesh,Rewa,486340,22,14,36
Madhya Pradesh,Rewa,486341,23,14,37
Madhya Pradesh,Rewa,486440,33,23,56
Madhya Pradesh,Rewa,486441,55,36,91
Madhya Pradesh,Rewa,486445,41,28,69
Madhya Pradesh,Rewa,486446,45,27,72
Madhya Pradesh,Rewa,486447,49,24,73
Madhya Pradesh,Rewa,486448,41,29,70
Madhya Pradesh,Rewa,486450,24,16,40
Madhya Pradesh,Rewa,486451,1,0,1
Madhya Pradesh,Rewa,486550,38,32,70
Madhya Pradesh,Rewa,486553,63,50,113
Madhya Pradesh,Rewa,486556,41,17,58
Madhya Pradesh,Sagar,464240,1,1,2
Madhya Pradesh,Sagar,470001,95,75,170
Madhya Pradesh,Sagar,470002,111,67,178
Madhya Pradesh,Sagar,470003,1,0,1
Madhya Pradesh,Sagar,470004,52,32,84
Madhya Pradesh,Sagar,470021,0,1,1
Madhya Pradesh,Sagar,470051,25,15,40
Madhya Pradesh,Sagar,470111,6,6,12
Madhya Pradesh,Sagar,470113,107,90,197
Madhya Pradesh,Sagar,470115,44,35,79
Madhya Pradesh,Sagar,470117,73,43,116
Madhya Pradesh,Sagar,470118,29,24,53
Madhya Pradesh,Sagar,470119,64,41,105
Madhya Pradesh,Sagar,470120,30,26,56
Madhya Pradesh,Sagar,470125,29,16,45
Madhya Pradesh,Sagar,470221,36,23,59
Madhya Pradesh,Sagar,470223,29,17,46
Madhya Pradesh,Sagar,470226,66,60,126
Madhya Pradesh,Sagar,470227,85,44,129
Madhya Pradesh,Sagar,470228,31,20,51
Madhya Pradesh,Sagar,470229,17,12,29
Madhya Pradesh,Sagar,470232,54,40,94
Madhya Pradesh,Sagar,470235,36,23,59
Madhya Pradesh,Sagar,470335,120,93,213
Madhya Pradesh,Sagar,470337,28,22,50
Madhya Pradesh,Sagar,470339,55,35,90
Madhya Pradesh,Sagar,470441,53,42,95
Madhya Pradesh,Sagar,470442,58,37,95
Madhya Pradesh,Sagar,470669,0,1,1
Madhya Pradesh,Satna,485001,121,123,244
Madhya Pradesh,Satna,485005,21,21,42
Madhya Pradesh,Satna,485111,36,34,70
Madhya Pradesh,Satna,485112,18,17,35
Madhya Pradesh,Satna,485113,22,19,41
Madhya Pradesh,Satna,485114,10,10,20
Madhya Pradesh,Satna,485115,50,47,97
Madhya Pradesh,Satna,485221,38,27,65
Madhya Pradesh,Satna,485226,66,50,116
Madhya Pradesh,Satna,485227,0,1,1
Madhya Pradesh,Satna,485331,60,43,103
Madhya Pradesh,Satna,485334,17,9,26
Madhya Pradesh,Satna,485441,26,21,47
Madhya Pradesh,Satna,485446,60,43,103
Madhya Pradesh,Satna,485447,36,28,64
Madhya Pradesh,Satna,485551,32,27,59
Madhya Pradesh,Satna,485661,41,33,74
Madhya Pradesh,Satna,485666,31,30,61
Madhya Pradesh,Satna,485771,48,33,81
Madhya Pradesh,Satna,485772,35,24,59
Madhya Pradesh,Satna,485773,31,21,52
Madhya Pradesh,Satna,485774,24,16,40
Madhya Pradesh,Satna,485775,49,36,85
Madhya Pradesh,Satna,485778,19,14,33
Madhya Pradesh,Satna,485881,52,41,93
Madhya Pradesh,Sehore,466001,104,125,229
Madhya Pradesh,Sehore,466111,28,39,67
Madhya Pradesh,Sehore,466113,13,12,25
Madhya Pradesh,Sehore,466114,19,21,40
Madhya Pradesh,Sehore,466115,89,91,180
Madhya Pradesh,Sehore,466116,99,102,201
Madhya Pradesh,Sehore,466117,0,1,1
Madhya Pradesh,Sehore,466118,14,13,27
Madhya Pradesh,Sehore,466120,25,26,51
Madhya Pradesh,Sehore,466125,13,14,27
Madhya Pradesh,Sehore,466221,18,17,35
Madhya Pradesh,Sehore,466331,83,125,208
Madhya Pradesh,Sehore,466445,24,21,45
Madhya Pradesh,Sehore,466446,33,29,62
Madhya Pradesh,Sehore,466448,11,12,23
Madhya Pradesh,Sehore,466554,18,23,41
Madhya Pradesh,Sehore,466651,27,36,63
Madhya Pradesh,Sehore,466661,22,28,50
Madhya Pradesh,Sehore,466665,22,26,48
Madhya Pradesh,Seoni,480661,84,75,159
Madhya Pradesh,Seoni,480667,55,43,98
Madhya Pradesh,Seoni,480771,28,23,51
Madhya Pradesh,Seoni,480880,13,10,23
Madhya Pradesh,Seoni,480881,13,15,28
Madhya Pradesh,Seoni,480882,31,27,58
Madhya Pradesh,Seoni,480884,42,46,88
Madhya Pradesh,Seoni,480886,33,31,64
Madhya Pradesh,Seoni,480887,39,37,76
Madhya Pradesh,Seoni,480888,30,22,52
Madhya Pradesh,Seoni,480990,29,28,57
Madhya Pradesh,Seoni,480991,22,17,39
Madhya Pradesh,Seoni,480994,27,23,50
Madhya Pradesh,Seoni,480996,19,15,34
Madhya Pradesh,Seoni,480997,53,41,94
Madhya Pradesh,Seoni,480999,36,31,67
Madhya Pradesh,Shahdol,484110,59,63,122
Madhya Pradesh,Shahdol,484114,17,17,34
Madhya Pradesh,Shahdol,484116,8,9,17
Madhya Pradesh,Shahdol,484117,7,5,12
Madhya Pradesh,Shahdol,484120,1,2,3
Madhya Pradesh,Shahdol,484224,39,49,88
Madhya Pradesh,Shahdol,484334,34,36,70
Madhya Pradesh,Shahdol,484669,44,54,98
Madhya Pradesh,Shahdol,484770,40,41,81
Madhya Pradesh,Shahdol,484771,97,115,212
Madhya Pradesh,Shahdol,484774,114,114,228
Madhya Pradesh,Shahdol,484776,30,29,59
Madhya Pradesh,Shajapur,465001,82,104,186
Madhya Pradesh,Shajapur,465106,19,16,35
Madhya Pradesh,Shajapur,465110,17,15,32
Madhya Pradesh,Shajapur,465113,17,13,30
Madhya Pradesh,Shajapur,465116,24,17,41
Madhya Pradesh,Shajapur,465118,0,1,1
Madhya Pradesh,Shajapur,465220,25,21,46
Madhya Pradesh,Shajapur,465223,31,32,63
Madhya Pradesh,Shajapur,465226,50,35,85
Madhya Pradesh,Shajapur,465227,27,26,53
Madhya Pradesh,Shajapur,465331,9,11,20
Madhya Pradesh,Shajapur,465333,60,78,138
Madhya Pradesh,Shajapur,465335,17,19,36
Madhya Pradesh,Shajapur,465337,67,81,148
Madhya Pradesh,Shajapur,465339,26,22,48
Madhya Pradesh,Shajapur,465440,19,17,36
Madhya Pradesh,Shajapur,465441,52,56,108
Madhya Pradesh,Sheopur,476332,91,63,154
Madhya Pradesh,Sheopur,476335,33,17,50
Madhya Pradesh,Sheopur,476337,132,97,229
Madhya Pradesh,Sheopur,476339,67,50,117
Madhya Pradesh,Sheopur,476355,51,46,97
Madhya Pradesh,Shivpuri,473551,183,168,351
Madhya Pradesh,Shivpuri,473585,55,42,97
Madhya Pradesh,Shivpuri,473638,2,2,4
Madhya Pradesh,Shivpuri,473660,62,83,145
Madhya Pradesh,Shivpuri,473662,23,30,53
Madhya Pradesh,Shivpuri,473665,40,44,84
Madhya Pradesh,Shivpuri,473670,75,64,139
Madhya Pradesh,Shivpuri,473770,62,43,105
Madhya Pradesh,Shivpuri,473774,63,40,103
Madhya Pradesh,Shivpuri,473775,107,58,165
Madhya Pradesh,Shivpuri,473781,66,45,111
Madhya Pradesh,Shivpuri,473793,72,44,116
Madhya Pradesh,Shivpuri,473865,27,28,55
Madhya Pradesh,Shivpuri,473880,48,65,113
Madhya Pradesh,Shivpuri,473990,52,42,94
Madhya Pradesh,Shivpuri,473993,0,1,1
Madhya Pradesh,Shivpuri,473995,103,88,191
Madhya Pradesh,Sidhi,486661,261,142,403
Madhya Pradesh,Sidhi,486666,87,75,162
Madhya Pradesh,Sidhi,486669,67,41,108
Madhya Pradesh,Sidhi,486675,0,0,0
Madhya Pradesh,Sidhi,486771,164,82,246
Madhya Pradesh,Sidhi,486775,68,40,108
Madhya Pradesh,Sidhi,486776,40,20,60
Madhya Pradesh,Sidhi,486884,8,4,12
Madhya Pradesh,Sidhi,486890,7,4,11
Madhya Pradesh,Singrauli,486670,69,30,99
Madhya Pradesh,Singrauli,486881,109,53,162
Madhya Pradesh,Singrauli,486882,173,67,240
Madhya Pradesh,Singrauli,486885,14,7,21
Madhya Pradesh,Singrauli,486886,284,114,398
Madhya Pradesh,Singrauli,486887,25,8,33
Madhya Pradesh,Singrauli,486888,2,1,3
Madhya Pradesh,Singrauli,486889,36,22,58
Madhya Pradesh,Singrauli,486892,90,35,125
Madhya Pradesh,Tikamgarh,472001,135,113,248
Madhya Pradesh,Tikamgarh,472005,25,27,52
Madhya Pradesh,Tikamgarh,472010,58,53,111
Madhya Pradesh,Tikamgarh,472101,51,50,101
Madhya Pradesh,Tikamgarh,472111,121,103,224
Madhya Pradesh,Tikamgarh,472115,139,106,245
Madhya Pradesh,Tikamgarh,472118,109,91,200
Madhya Pradesh,Tikamgarh,472221,81,61,142
Madhya Pradesh,Tikamgarh,472331,71,60,131
Madhya Pradesh,Tikamgarh,472336,1,1,2
Madhya Pradesh,Tikamgarh,472337,36,21,57
Madhya Pradesh,Tikamgarh,472338,54,29,83
Madhya Pradesh,Tikamgarh,472339,41,40,81
Madhya Pradesh,Tikamgarh,472445,16,12,28
Madhya Pradesh,Tikamgarh,472446,14,11,25
Madhya Pradesh,Tikamgarh,472447,24,18,42
Madhya Pradesh,Ujjain,456001,87,61,148
Madhya Pradesh,Ujjain,456003,9,8,17
Madhya Pradesh,Ujjain,456006,131,100,231
Madhya Pradesh,Ujjain,456010,89,61,150
Madhya Pradesh,Ujjain,456221,32,20,52
Madhya Pradesh,Ujjain,456222,31,24,55
Madhya Pradesh,Ujjain,456224,75,57,132
Madhya Pradesh,Ujjain,456313,34,26,60
Madhya Pradesh,Ujjain,456331,15,9,24
Madhya Pradesh,Ujjain,456335,52,28,80
Madhya Pradesh,Ujjain,456337,28,24,52
Madhya Pradesh,Ujjain,456440,26,16,42
Madhya Pradesh,Ujjain,456441,58,40,98
Madhya Pradesh,Ujjain,456443,73,54,127
Madhya Pradesh,Ujjain,456550,62,46,108
Madhya Pradesh,Ujjain,456661,21,15,36
Madhya Pradesh,Ujjain,456664,19,18,37
Madhya Pradesh,Ujjain,456665,47,39,86
Madhya Pradesh,Ujjain,456668,45,31,76
Madhya Pradesh,Ujjain,456770,19,17,36
Madhya Pradesh,Ujjain,456771,48,28,76
Madhya Pradesh,Ujjain,456776,12,10,22
Madhya Pradesh,Umaria,484001,40,44,84
Madhya Pradesh,Umaria,484551,24,22,46
Madhya Pradesh,Umaria,484552,9,8,17
Madhya Pradesh,Umaria,484555,30,29,59
Madhya Pradesh,Umaria,484660,40,45,85
Madhya Pradesh,Umaria,484661,58,55,113
Madhya Pradesh,Umaria,484665,26,19,45
Madhya Pradesh,Vidisha,464001,117,119,236
Madhya Pradesh,Vidisha,464111,52,35,87
Madhya Pradesh,Vidisha,464113,16,14,30
Madhya Pradesh,Vidisha,464114,113,70,183
Madhya Pradesh,Vidisha,464220,21,15,36
Madhya Pradesh,Vidisha,464221,130,108,238
Madhya Pradesh,Vidisha,464224,65,84,149
Madhya Pradesh,Vidisha,464226,14,16,30
Madhya Pradesh,Vidisha,464228,161,114,275
Madhya Pradesh,Vidisha,464258,18,20,38
Madhya Pradesh,Vidisha,464331,65,55,120
Madhya Pradesh,Vidisha,464334,0,1,1
Madhya Pradesh,Vidisha,464337,25,22,47
Madhya Pradesh,West Nimar,450661,15,21,36
Madhya Pradesh,West Nimar,451115,25,22,47
Madhya Pradesh,West Nimar,451224,23,23,46
Madhya Pradesh,West Nimar,451228,39,41,80
Madhya Pradesh,West Nimar,451440,15,15,30
Maharashtra,Ahmadnagar,413201,25,29,54
Maharashtra,Ahmadnagar,413204,17,21,38
Maharashtra,Ahmadnagar,413205,12,16,28
Maharashtra,Ahmadnagar,413701,27,39,66
Maharashtra,Ahmadnagar,413702,21,22,43
Maharashtra,Ahmadnagar,413703,15,26,41
Maharashtra,Ahmadnagar,413704,21,13,34
Maharashtra,Ahmadnagar,413705,52,47,99
Maharashtra,Ahmadnagar,413706,27,25,52
Maharashtra,Ahmadnagar,413707,17,12,29
Maharashtra,Ahmadnagar,413708,9,8,17
Maharashtra,Ahmadnagar,413709,36,56,92
Maharashtra,Ahmadnagar,413710,19,20,39
Maharashtra,Ahmadnagar,413711,12,17,29
Maharashtra,Ahmadnagar,413712,4,6,10
Maharashtra,Ahmadnagar,413713,9,11,20
Maharashtra,Ahmadnagar,413714,11,15,26
Maharashtra,Ahmadnagar,413715,24,30,54
Maharashtra,Ahmadnagar,413716,17,23,40
Maharashtra,Ahmadnagar,413717,4,6,10
Maharashtra,Ahmadnagar,413718,10,8,18
Maharashtra,Ahmadnagar,413719,10,11,21
Maharashtra,Ahmadnagar,413720,8,9,17
Maharashtra,Ahmadnagar,413721,14,19,33
Maharashtra,Ahmadnagar,413722,8,5,13
Maharashtra,Ahmadnagar,413723,8,8,16
Maharashtra,Ahmadnagar,413725,20,15,35
Maharashtra,Ahmadnagar,413726,14,17,31
Maharashtra,Ahmadnagar,413728,16,26,42
Maharashtra,Ahmadnagar,413736,10,12,22
Maharashtra,Ahmadnagar,413737,8,11,19
Maharashtra,Ahmadnagar,413738,7,8,15
Maharashtra,Ahmadnagar,413739,16,17,33
Maharashtra,Ahmadnagar,414001,63,56,119
Maharashtra,Ahmadnagar,414002,13,25,38
Maharashtra,Ahmadnagar,414003,28,27,55
Maharashtra,Ahmadnagar,414005,13,25,38
Maharashtra,Ahmadnagar,414006,11,10,21
Maharashtra,Ahmadnagar,414101,12,15,27
Maharashtra,Ahmadnagar,414102,50,87,137
Maharashtra,Ahmadnagar,414103,16,29,45
Maharashtra,Ahmadnagar,414105,35,26,61
Maharashtra,Ahmadnagar,414106,25,54,79
Maharashtra,Ahmadnagar,414111,17,23,40
Maharashtra,Ahmadnagar,414113,12,21,33
Maharashtra,Ahmadnagar,414201,7,10,17
Maharashtra,Ahmadnagar,414301,13,20,33
Maharashtra,Ahmadnagar,414302,19,17,36
Maharashtra,Ahmadnagar,414303,7,8,15
Maharashtra,Ahmadnagar,414304,22,26,48
Maharashtra,Ahmadnagar,414305,10,12,22
Maharashtra,Ahmadnagar,414306,18,17,35
Maharashtra,Ahmadnagar,414307,8,9,17
Maharashtra,Ahmadnagar,414401,39,27,66
Maharashtra,Ahmadnagar,414402,30,24,54
Maharashtra,Ahmadnagar,414403,33,33,66
Maharashtra,Ahmadnagar,414501,21,37,58
Maharashtra,Ahmadnagar,414502,53,60,113
Maharashtra,Ahmadnagar,414503,13,26,39
Maharashtra,Ahmadnagar,414504,3,5,8
Maharashtra,Ahmadnagar,414505,13,23,36
Maharashtra,Ahmadnagar,414601,15,21,36
Maharashtra,Ahmadnagar,414602,9,8,17
Maharashtra,Ahmadnagar,414603,49,42,91
Maharashtra,Ahmadnagar,414604,15,12,27
Maharashtra,Ahmadnagar,414605,6,5,11
Maharashtra,Ahmadnagar,414606,10,8,18
Maharashtra,Ahmadnagar,414607,8,7,15
Maharashtra,Ahmadnagar,414609,5,5,10
Maharashtra,Ahmadnagar,414701,26,27,53
Maharashtra,Ahmadnagar,422601,43,89,132
Maharashtra,Ahmadnagar,422602,7,11,18
Maharashtra,Ahmadnagar,422603,8,11,19
Maharashtra,Ahmadnagar,422604,19,52,71
Maharashtra,Ahmadnagar,422608,3,5,8
Maharashtra,Ahmadnagar,422610,17,25,42
Maharashtra,Ahmadnagar,422611,9,17,26
Maharashtra,Ahmadnagar,422620,12,14,26
Maharashtra,Ahmadnagar,422622,21,22,43
Maharashtra,Ahmadnagar,423107,27,34,61
Maharashtra,Ahmadnagar,423109,30,42,72
Maharashtra,Ahmadnagar,423601,39,38,77
Maharashtra,Ahmadnagar,423602,12,14,26
Maharashtra,Ahmadnagar,423603,22,17,39
Maharashtra,Ahmadnagar,423604,5,5,10
Maharashtra,Ahmadnagar,423605,13,11,24
Maharashtra,Ahmadnagar,423607,4,4,8
Maharashtra,Ahmed Nagar,422605,55,63,118
Maharashtra,Akola,444001,121,215,336
Maharashtra,Akola,444002,48,84,132
Maharashtra,Akola,444003,20,53,73
Maharashtra,Akola,444004,9,28,37
Maharashtra,Akola,444005,15,30,45
Maharashtra,Akola,444006,24,61,85
Maharashtra,Akola,444101,71,131,202
Maharashtra,Akola,444102,27,74,101
Maharashtra,Akola,444103,21,63,84
Maharashtra,Akola,444104,11,33,44
Maharashtra,Akola,444106,17,42,59
Maharashtra,Akola,444107,22,60,82
Maharashtra,Akola,444108,20,57,77
Maharashtra,Akola,444109,16,52,68
Maharashtra,Akola,444110,10,23,33
Maharashtra,Akola,444111,6,12,18
Maharashtra,Akola,444115,1,2,3
Maharashtra,Akola,444117,5,12,17
Maharashtra,Akola,444126,7,19,26
Maharashtra,Akola,444302,12,60,72
Maharashtra,Akola,444311,15,49,64
Maharashtra,Akola,444401,18,70,88
Maharashtra,Akola,444405,9,29,38
Maharashtra,Akola,444407,9,32,41
Maharashtra,Akola,444501,27,73,100
Maharashtra,Akola,444502,13,37,50
Maharashtra,Akola,444503,31,66,97
Maharashtra,Akola,444511,14,27,41
Maharashtra,Amravati,442302,16,37,53
Maharashtra,Amravati,444601,114,164,278
Maharashtra,Amravati,444602,36,95,131
Maharashtra,Amravati,444603,14,30,44
Maharashtra,Amravati,444604,26,53,79
Maharashtra,Amravati,444605,14,27,41
Maharashtra,Amravati,444606,44,77,121
Maharashtra,Amravati,444607,24,38,62
Maharashtra,Amravati,444701,66,193,259
Maharashtra,Amravati,444702,60,182,242
Maharashtra,Amravati,444704,31,65,96
Maharashtra,Amravati,444705,67,119,186
Maharashtra,Amravati,444706,18,39,57
Maharashtra,Amravati,444707,19,36,55
Maharashtra,Amravati,444708,31,103,134
Maharashtra,Amravati,444709,51,76,127
Maharashtra,Amravati,444710,8,15,23
Maharashtra,Amravati,444711,12,19,31
Maharashtra,Amravati,444717,19,34,53
Maharashtra,Amravati,444719,26,74,100
Maharashtra,Amravati,444720,15,37,52
Maharashtra,Amravati,444723,15,37,52
Maharashtra,Amravati,444728,9,23,32
Maharashtra,Amravati,444801,35,76,111
Maharashtra,Amravati,444802,13,24,37
Maharashtra,Amravati,444803,40,85,125
Maharashtra,Amravati,444804,10,26,36
Maharashtra,Amravati,444805,23,38,61
Maharashtra,Amravati,444806,63,145,208
Maharashtra,Amravati,444807,30,76,106
Maharashtra,Amravati,444808,25,65,90
Maharashtra,Amravati,444809,13,32,45
Maharashtra,Amravati,444810,8,17,25
Maharashtra,Amravati,444813,17,50,67
Maharashtra,Amravati,444901,31,68,99
Maharashtra,Amravati,444902,16,35,51
Maharashtra,Amravati,444903,18,44,62
Maharashtra,Amravati,444904,49,152,201
Maharashtra,Amravati,444905,43,96,139
Maharashtra,Amravati,444906,60,165,225
Maharashtra,Amravati,444907,11,27,38
Maharashtra,Amravati,444908,20,55,75
Maharashtra,Amravati,444911,0,1,1
Maharashtra,Aurangabad,423701,35,65,100
Maharashtra,Aurangabad,423702,23,54,77
Maharashtra,Aurangabad,423703,11,25,36
